TowerID,Location,Operator,Band,Traffic,Uptime,Faults,Faults_Class,Uptime_Class,Traffic_per_Fault,Downtime,Fault_Severity_Index,Log_Traffic,Log_Downtime,Log_Traffic_per_Fault,Uptime_Traffic,Traffic_per_Downtime,Traffic_Squared,Uptime_Squared,Traffic_Bin,Uptime_Bin
3766,East,Operator1,800 MHz,149.26,95.33,3,High,High Uptime,49.75333333333333,4.670000000000002,3.835000000000001,5.012367126941014,1.7351891177396608,3.9269772972099566,14228.9558,31.96145610278371,22278.547599999998,9087.8089,Very High,High
3767,North,Operator3,2100 MHz,103.45,91.91,2,High,Low Uptime,51.725,8.090000000000003,5.045000000000002,4.648708488002574,2.207174908189388,3.9650897263648384,9508.0895,12.78739184177997,10701.9025,8447.4481,High,Medium
3768,Central,Operator3,800 MHz,77.46,98.32,2,High,High Uptime,38.73,1.6800000000000068,1.8400000000000036,4.362588940781406,0.9858167945227678,3.6821065698265074,7615.867199999999,46.10714285714267,6000.051599999999,9666.8224,Low,High
3769,North,Operator2,1800 MHz,108.44,97.5,4,High,High Uptime,27.11,2.5,3.25,4.69537645387424,1.252762968495368,3.3361253849184402,10572.9,43.376,11759.2336,9506.25,High,High
3770,East,Operator1,1800 MHz,101.78,88.33,1,Low,Low Uptime,101.78,11.670000000000002,6.335000000000001,4.632590781564083,2.5392369943330477,4.632590781564083,8990.2274,8.721508140531276,10359.1684,7802.1889,High,Low
3771,East,Operator1,2300 MHz,113.02,89.95,0,Low,Low Uptime,113.02,10.049999999999995,5.024999999999999,4.736373871603436,2.402430427963761,4.736373871603436,10166.149,11.245771144278612,12773.5204,8091.0025000000005,Very High,Low
3772,East,Operator3,2500 MHz,112.51,90.91,0,Low,Low Uptime,112.51,9.090000000000003,4.545000000000002,4.731890938767248,2.3115448343655176,4.731890938767248,10228.2841,12.377337733773373,12658.500100000001,8264.6281,High,Medium
3773,Central,Operator3,2300 MHz,115.52,92.8,0,Low,Low Uptime,115.52,7.200000000000003,3.6000000000000014,4.758062932091233,2.104134154270208,4.758062932091233,10720.256,16.044444444444437,13344.8704,8611.84,Very High,Medium
3774,East,Operator2,1800 MHz,96.03,90.81,1,Low,Low Uptime,96.03,9.189999999999998,5.094999999999999,4.575020209037208,2.321406847234633,4.575020209037208,8720.4843,10.449401523394997,9221.7609,8246.456100000001,Medium,Medium
3775,South,Operator1,800 MHz,133.67,98.33,3,High,High Uptime,44.556666666666665,1.6700000000000017,2.335000000000001,4.9028273414619505,0.9820784724121587,3.818956972308599,13143.771099999998,80.04191616766458,17867.668899999997,9668.7889,Very High,High
3776,East,Operator3,2100 MHz,96.45,87.31,2,High,Low Uptime,48.225,12.689999999999998,7.344999999999999,4.579339425953569,2.6166656393003573,3.896401624525189,8421.049500000001,7.600472813238772,9302.6025,7623.0361,Medium,Low
3777,North,Operator1,2500 MHz,103.2,94.5,5,High,Low Uptime,20.64,5.5,5.25,4.646312129319266,1.8718021769015913,3.0745434539782805,9752.4,18.763636363636365,10650.24,8930.25,High,Medium
3778,Central,Operator3,800 MHz,149.41,95.69,1,Low,High Uptime,149.41,4.310000000000002,2.655000000000001,5.013364898667122,1.669591835253848,5.013364898667122,14297.042899999999,34.6658932714617,22323.3481,9156.5761,Very High,High
3779,West,Operator3,800 MHz,97.67,100.62,5,High,High Uptime,19.534,-0.6200000000000045,2.1899999999999977,4.591780948869075,-0.9675840262617175,3.022082048876773,9827.555400000001,-157.53225806451496,9539.4289,10124.3844,Medium,
3780,East,Operator1,1800 MHz,119.3,94.11,1,Low,Low Uptime,119.3,5.890000000000001,3.4450000000000003,4.789988622980633,1.9300710850255671,4.789988622980633,11227.323,20.25466893039049,14232.49,8856.6921,Very High,Medium
3781,West,Operator1,1800 MHz,81.18,91.76,2,High,Low Uptime,40.59,8.239999999999995,5.119999999999997,4.408911963455264,2.2235418856535922,3.7278597537548204,7449.076800000001,9.851941747572823,6590.192400000001,8419.8976,Low,Medium
3782,East,Operator2,2100 MHz,136.47,82.52,2,High,Low Uptime,68.235,17.480000000000004,9.740000000000002,4.923405711483328,2.916689066213538,4.237506515106677,11261.5044,7.807208237986268,18624.0609,6809.550399999999,Very High,Low
3783,North,Operator2,1800 MHz,88.01,108.34,1,Low,High Uptime,88.01,-8.340000000000003,-3.6700000000000017,4.48874872297084,,4.48874872297084,9535.003400000001,-10.552757793764984,7745.760100000001,11737.555600000002,Medium,
3784,North,Operator1,1800 MHz,105.63,87.95,0,Low,Low Uptime,105.63,12.049999999999995,6.024999999999999,4.669364898030088,2.568788133768702,4.669364898030088,9290.1585,8.765975103734442,11157.696899999999,7735.2025,High,Low
3785,East,Operator1,800 MHz,119.21,95.16,1,Low,High Uptime,119.21,4.840000000000003,2.9200000000000017,4.7892402133161625,1.7647307968401362,4.7892402133161625,11344.023599999999,24.63016528925618,14211.024099999999,9055.425599999999,Very High,High
3786,West,Operator3,800 MHz,69.32,83.09,0,Low,Low Uptime,69.32,16.909999999999997,8.454999999999998,4.253056253376921,2.88535921607262,4.253056253376921,5759.7988,4.099349497338853,4805.262399999999,6903.9481000000005,Low,Low
3787,West,Operator1,1800 MHz,93.04,91.58,4,High,Low Uptime,23.26,8.420000000000002,6.210000000000001,4.543720223671869,2.2428350885882717,3.188828903515904,8520.6032,11.049881235154393,8656.441600000002,8386.8964,Medium,Medium
3788,Central,Operator3,1800 MHz,127.18,95.4,4,High,High Uptime,31.795,4.599999999999994,4.299999999999997,4.853435526076081,1.7227665977411024,3.4902760647456987,12132.972000000002,27.647826086956556,16174.752400000001,9101.160000000002,Very High,High
3789,West,Operator2,2100 MHz,76.74,91.11,0,Low,Low Uptime,76.74,8.89,4.445,4.353369925424077,2.2915241456346207,4.353369925424077,6991.7814,8.63217097862767,5889.027599999999,8301.0321,Low,Medium
3790,South,Operator3,1800 MHz,105.79,107.99,2,High,High Uptime,52.895,-7.989999999999995,-2.994999999999997,4.670864289183454,,3.987037709233592,11424.2621,-13.240300375469346,11191.5241,11661.8401,High,
3791,Central,Operator3,1800 MHz,81.91,100.37,3,High,High Uptime,27.30333333333333,-0.3700000000000045,1.3149999999999975,4.417755682128127,-0.4620354595965658,3.3429795833431624,8221.3067,-221.3783783783757,6709.2481,10074.136900000001,Low,
3792,South,Operator3,800 MHz,78.18,95.85,3,High,High Uptime,26.06,4.150000000000006,3.575000000000003,4.371723741677984,1.638996714675646,3.2980566227426418,7493.553,18.838554216867447,6112.112400000001,9187.222499999998,Low,High
3793,North,Operator2,2300 MHz,117.32,90.62,0,Low,Low Uptime,117.32,9.379999999999995,4.689999999999998,4.773392818402544,2.339880877737742,4.773392818402544,10631.5384,12.50746268656717,13763.982399999999,8211.984400000001,Very High,Medium
3794,South,Operator2,1800 MHz,74.09,94.08,0,Low,Low Uptime,74.09,5.920000000000002,2.960000000000001,4.318687394111793,1.9344157696295783,4.318687394111793,6970.3872,12.5152027027027,5489.328100000001,8851.0464,Low,Medium
3795,West,Operator3,2100 MHz,102.96,93.82,1,Low,Low Uptime,102.96,6.180000000000007,3.5900000000000034,4.6440062097732895,1.9712993830601337,4.6440062097732895,9659.707199999999,16.66019417475726,10600.761599999998,8802.192399999998,High,Medium
3796,West,Operator1,2500 MHz,111.36,95.06,2,High,High Uptime,55.68,4.939999999999998,3.469999999999999,4.721708002236043,1.7817091333745532,4.03742141482248,10585.8816,22.5425101214575,12401.0496,9036.4036,High,High
3797,Central,Operator3,2300 MHz,104.17,93.15,1,Low,Low Uptime,104.17,6.849999999999994,3.924999999999997,4.655578088531937,2.0605135317943164,4.655578088531937,9703.435500000001,15.207299270073005,10851.3889,8676.9225,High,Medium
3798,Central,Operator1,2300 MHz,101.32,93.44,5,High,Low Uptime,20.264,6.560000000000002,5.780000000000001,4.628105157270587,2.022871190191442,3.0570155019708896,9467.3408,15.445121951219505,10265.7424,8731.033599999999,High,Medium
3799,North,Operator3,2500 MHz,100.92,98.87,2,High,High Uptime,50.46,1.1299999999999957,1.5649999999999975,4.624188191823853,0.7561219797213317,3.940804806853598,9977.9604,89.30973451327468,10184.8464,9775.2769,High,High
3800,East,Operator1,2500 MHz,42.35,88.65,0,Low,Low Uptime,42.35,11.349999999999994,5.674999999999997,3.7693067032265506,2.5136560630739857,3.7693067032265506,3754.3275000000003,3.7312775330396497,1793.5225,7858.822500000001,Low,Low
3801,East,Operator2,800 MHz,100.0,109.07,0,Low,High Uptime,100.0,-9.069999999999991,-4.534999999999997,4.61512051684126,,4.61512051684126,10907.0,-11.025358324145545,10000.0,11896.264899999998,High,
3802,West,Operator1,800 MHz,74.72,93.32,2,High,Low Uptime,37.36,6.680000000000007,4.340000000000003,4.327042326341122,2.038619547159582,3.6470152500152375,6972.8704,11.18562874251496,5583.078399999999,8708.622399999998,Low,Medium
3803,East,Operator2,1800 MHz,113.31,89.58,2,High,Low Uptime,56.655,10.420000000000002,6.210000000000001,4.738914056037687,2.435366204227864,4.054476973223079,10150.3098,10.874280230326294,12839.1561,8024.5764,Very High,Low
3804,Central,Operator2,1800 MHz,58.18,96.38,0,Low,High Uptime,58.18,3.620000000000005,1.8100000000000025,4.080583646972063,1.5303947050936486,4.080583646972063,5607.3884,16.071823204419868,3384.9124,9289.104399999998,Low,High
3805,South,Operator1,2100 MHz,114.29,96.74,1,Low,High Uptime,114.29,3.260000000000005,2.1300000000000026,4.747450693244862,1.4492691602812802,4.747450693244862,11056.4146,35.058282208588906,13062.2041,9358.6276,Very High,High
3806,North,Operator3,2500 MHz,115.51,94.78,4,High,Low Uptime,28.8775,5.219999999999999,4.609999999999999,4.757977106231849,1.8277699067510877,3.397105688758899,10948.0378,22.128352490421463,13342.5601,8983.2484,Very High,Medium
3807,South,Operator2,2100 MHz,112.71,92.79,2,High,Low Uptime,56.355,7.209999999999994,4.604999999999997,4.7336513476366315,2.105352923464336,4.049260023733231,10458.3609,15.632454923717072,12703.5441,8609.984100000001,Very High,Medium
3808,North,Operator3,2100 MHz,74.25,96.32,1,Low,High Uptime,74.25,3.680000000000007,2.3400000000000034,4.320815903628985,1.5432981099295568,4.320815903628985,7151.759999999999,20.17663043478257,5513.0625,9277.542399999998,Low,High
3809,Central,Operator3,2300 MHz,90.55,90.5,2,High,Low Uptime,45.275,9.5,5.75,4.516885271120519,2.3513752571634776,3.834601858459561,8194.775,9.531578947368422,8199.3025,8190.25,Medium,Medium
3810,South,Operator3,2100 MHz,112.68,93.9,1,Low,Low Uptime,112.68,6.099999999999994,3.549999999999997,4.733387483788845,1.960094784047269,4.733387483788845,10580.652000000002,18.472131147541003,12696.782400000002,8817.210000000001,Very High,Medium
3811,West,Operator2,1800 MHz,75.6,91.11,2,High,Low Uptime,37.8,8.89,5.445,4.338597076746545,2.2915241456346207,3.6584202466292277,6887.915999999999,8.503937007874015,5715.359999999999,8301.0321,Low,Medium
3812,East,Operator3,1800 MHz,125.59,99.37,4,High,High Uptime,31.3975,0.6299999999999955,2.3149999999999977,4.840953517648737,0.48858001481866814,3.4780812593274324,12479.8783,199.3492063492078,15772.848100000001,9874.396900000002,Very High,High
3813,North,Operator1,2500 MHz,132.34,82.03,1,Low,Low Uptime,132.34,17.97,9.485,4.892902257189914,2.9428587839469227,4.892902257189914,10855.8502,7.364496382860324,17513.8756,6728.9209,Very High,Low
3814,North,Operator1,2100 MHz,88.73,91.8,0,Low,Low Uptime,88.73,8.200000000000003,4.100000000000001,4.496805161309966,2.219203484054995,4.496805161309966,8145.414,10.82073170731707,7873.012900000001,8427.24,Medium,Medium
3815,North,Operator2,2100 MHz,109.93,102.53,3,High,High Uptime,36.64333333333334,-2.530000000000001,0.2349999999999994,4.708899371750568,,3.628155869067469,11271.1229,-43.45059288537548,12084.604900000002,10512.4009,High,
3816,Central,Operator3,2500 MHz,132.64,98.32,2,High,High Uptime,66.32,1.6800000000000068,1.8400000000000036,4.895149617488555,0.9858167945227678,4.209457369322605,13041.164799999999,78.95238095238062,17593.369599999998,9666.8224,Very High,High
3817,North,Operator2,2100 MHz,135.76,95.69,0,Low,High Uptime,135.76,4.310000000000002,2.155000000000001,4.9182275647711,1.669591835253848,4.9182275647711,12990.874399999999,31.498839907192558,18430.777599999998,9156.5761,Very High,High
3818,Central,Operator3,2300 MHz,110.73,91.52,3,High,Low Uptime,36.91,8.480000000000004,5.740000000000002,4.716085246559246,2.249184316266931,3.635214929528243,10134.0096,13.05778301886792,12261.1329,8375.910399999999,High,Medium
3819,South,Operator3,2100 MHz,96.03,95.28,2,High,High Uptime,48.015,4.719999999999999,3.3599999999999994,4.575020209037208,1.7439688053917064,3.8921263737136895,9149.7384,20.34533898305085,9221.7609,9078.278400000001,Medium,High
3820,Central,Operator1,2300 MHz,83.91,99.96,1,Low,High Uptime,83.91,0.0400000000000062,0.5200000000000031,4.441591872011272,0.039220713153287255,4.441591872011272,8387.6436,2097.749999999675,7040.888099999999,9992.0016,Low,High
3821,North,Operator1,1800 MHz,90.22,99.17,1,Low,High Uptime,90.22,0.8299999999999983,0.9149999999999991,4.5132741712835545,0.6043159668533287,4.5132741712835545,8947.1174,108.69879518072311,8139.6484,9834.688900000001,Medium,High
3822,North,Operator1,2300 MHz,111.49,101.27,1,Low,High Uptime,111.49,-1.269999999999996,-0.134999999999998,4.722864328804734,,4.722864328804734,11290.592299999998,-87.78740157480343,12430.0201,10255.6129,High,
3823,West,Operator2,2300 MHz,98.5,99.68,1,Low,High Uptime,98.5,0.3199999999999932,0.6599999999999966,4.600157644164547,0.2776317365982743,4.600157644164547,9818.480000000001,307.81250000000654,9702.25,9936.102400000002,Medium,High
3824,North,Operator2,2100 MHz,125.05,100.63,5,High,High Uptime,25.01,-0.6299999999999955,2.1850000000000023,4.836678653633928,-0.9942522733438546,3.25848107946056,12583.7815,-198.49206349206491,15637.502499999999,10126.3969,Very High,
3825,West,Operator2,2100 MHz,64.15,91.26,0,Low,Low Uptime,64.15,8.739999999999995,4.369999999999997,4.176692303570854,2.2762411176544433,4.176692303570854,5854.329000000001,7.339816933638449,4115.222500000001,8328.387600000002,Low,Medium
3826,North,Operator3,2100 MHz,100.28,85.22,1,Low,Low Uptime,100.28,14.78,7.890000000000001,4.6178889583958656,2.758743315417728,4.6178889583958656,8545.8616,6.7848443843031125,10056.0784,7262.4484,High,Low
3827,North,Operator3,1800 MHz,103.11,102.38,2,High,High Uptime,51.555,-2.3799999999999955,-0.1899999999999977,4.645448032486661,,3.9618602402753176,10556.4018,-43.32352941176479,10631.6721,10481.6644,High,
3828,South,Operator3,2500 MHz,110.37,99.25,2,High,High Uptime,55.185,0.75,1.375,4.712857991405008,0.5596157879354227,4.028649817359866,10954.2225,147.16,12181.536900000001,9850.5625,High,High
3829,Central,Operator1,1800 MHz,149.76,92.65,3,High,Low Uptime,49.92,7.349999999999994,5.174999999999997,5.015689168398935,2.1222615388627633,3.930255773689206,13875.264,20.375510204081646,22428.057599999996,8584.022500000001,Very High,Medium
3830,North,Operator1,1800 MHz,69.84,84.85,2,High,Low Uptime,34.92,15.150000000000006,8.575000000000003,4.260423812914633,2.781920049668666,3.581294243433999,5925.924,4.609900990099009,4877.6256,7199.522499999999,Low,Low
3831,Central,Operator2,2100 MHz,142.8,95.28,4,High,High Uptime,35.7,4.719999999999999,4.359999999999999,4.9684234452869465,1.7439688053917064,3.6027767550605247,13605.984,30.254237288135602,20391.840000000004,9078.278400000001,Very High,High
3832,South,Operator1,1800 MHz,81.34,97.99,1,Low,High Uptime,81.34,2.010000000000005,1.5050000000000026,4.410857016341758,1.101940078760786,4.410857016341758,7970.5066,40.46766169154219,6616.195600000001,9602.040099999998,Low,High
3833,South,Operator2,2500 MHz,111.24,91.4,4,High,Low Uptime,27.81,8.599999999999994,6.299999999999997,4.720639435794205,2.2617630984737898,3.3607225490964368,10167.336,12.934883720930241,12374.337599999999,8353.960000000001,High,Medium
3834,South,Operator1,1800 MHz,69.47,100.43,3,High,High Uptime,23.156666666666663,-0.4300000000000068,1.2849999999999966,4.255187087338931,-0.5621189181535532,3.1845603944530803,6976.8721000000005,-161.55813953488115,4826.0809,10086.184900000002,Low,
3835,Central,Operator3,2100 MHz,72.3,107.76,3,High,High Uptime,24.1,-7.760000000000005,-2.3800000000000026,4.294560608892605,,3.222867846137738,7791.048,-9.317010309278343,5227.29,11612.217600000002,Low,
3836,North,Operator2,2500 MHz,111.16,87.59,1,Low,Low Uptime,111.16,12.409999999999997,6.704999999999998,4.71992642328628,2.596000697293587,4.71992642328628,9736.5044,8.957292506043515,12356.5456,7672.008100000001,High,Low
3837,South,Operator1,800 MHz,109.55,95.79,3,High,High Uptime,36.516666666666666,4.209999999999994,3.604999999999997,4.705467907303455,1.6505798557652742,3.6247852786846315,10493.7945,26.021377672209063,12001.2025,9175.724100000001,High,High
3838,Central,Operator1,800 MHz,101.02,83.07,1,Low,Low Uptime,101.02,16.930000000000007,8.965000000000003,4.62516887249478,2.8864752876170416,4.62516887249478,8391.731399999999,5.966922622563494,10205.0404,6900.624899999999,High,Low
3839,East,Operator2,2500 MHz,72.56,92.32,2,High,Low Uptime,36.28,7.680000000000007,4.840000000000003,4.298101399736121,2.1610215286722596,3.6184569898173904,6698.7392,9.447916666666659,5264.953600000001,8522.982399999999,Low,Medium
3840,East,Operator1,1800 MHz,154.21,96.82,1,Low,High Uptime,154.21,3.180000000000007,2.0900000000000034,5.044779038663093,1.4303112465366665,5.044779038663093,14930.6122,48.4937106918238,23780.724100000003,9374.112399999998,Very High,High
3841,North,Operator2,2500 MHz,128.71,101.54,1,Low,High Uptime,128.71,-1.5400000000000065,-0.2700000000000031,4.865301189352581,,4.865301189352581,13069.213400000002,-83.57792207792173,16566.2641,10310.3716,Very High,
3842,North,Operator1,2100 MHz,90.56,99.78,3,High,High Uptime,30.186666666666667,0.2199999999999988,1.6099999999999994,4.516994495084366,0.1988508587451642,3.4399906530478686,9036.0768,411.6363636363659,8201.1136,9956.0484,Medium,High
3843,West,Operator3,2500 MHz,69.68,96.99,4,High,High Uptime,17.42,3.010000000000005,3.5050000000000026,4.2581626474514955,1.388791241318479,2.913437030827161,6758.2632,23.14950166112953,4855.302400000001,9407.060099999999,Low,High
3844,South,Operator3,1800 MHz,94.48,88.14,1,Low,Low Uptime,94.48,11.86,6.43,4.558916801470629,2.554121718809473,4.558916801470629,8327.467200000001,7.966273187183812,8926.4704,7768.6596,Medium,Low
3845,Central,Operator2,2100 MHz,98.57,96.77,2,High,High Uptime,49.285,3.230000000000004,2.615000000000002,4.600860914399993,1.4422019930581875,3.9177068218964437,9538.6189,30.51702786377705,9716.044899999999,9364.4329,Medium,High
3846,Central,Operator1,1800 MHz,120.65,93.61,1,Low,Low Uptime,120.65,6.390000000000001,3.695,4.801148069229532,2.0001277349601105,4.801148069229532,11294.0465,18.881064162754303,14556.4225,8762.8321,Very High,Medium
3847,North,Operator2,2300 MHz,44.31,93.31,2,High,Low Uptime,22.155,6.689999999999998,4.344999999999999,3.813527758679047,2.039920783517552,3.1422107399327155,4134.5661,6.623318385650227,1963.3761000000002,8706.7561,Low,Medium
3848,Central,Operator1,2300 MHz,100.9,87.8,4,High,Low Uptime,25.225,12.200000000000005,8.100000000000001,4.623991940228679,2.5802168295923256,3.266713154282361,8859.02,8.270491803278686,10180.810000000001,7708.839999999999,High,Low
3849,West,Operator2,2300 MHz,122.44,93.64,1,Low,Low Uptime,122.44,6.359999999999999,3.68,4.815755208054905,1.9960599327407846,4.815755208054905,11465.2816,19.251572327044027,14991.5536,8768.4496,Very High,Medium
3850,West,Operator1,2300 MHz,122.07,91.66,1,Low,Low Uptime,122.07,8.340000000000003,4.670000000000002,4.812753299184245,2.2343062522407515,4.812753299184245,11188.936199999998,14.636690647482007,14901.084899999998,8401.5556,Very High,Medium
3851,North,Operator3,2300 MHz,114.28,96.28,2,High,High Uptime,57.14,3.719999999999999,2.8599999999999994,4.747363951691266,1.5518087995974637,4.06285389513073,11002.8784,30.72043010752689,13059.9184,9269.8384,Very High,High
3852,West,Operator1,2300 MHz,113.56,95.5,2,High,High Uptime,56.78,4.5,3.25,4.7410987032123355,1.7047480922384253,4.056642695038089,10844.98,25.235555555555557,12895.8736,9120.25,Very High,High
3853,East,Operator1,800 MHz,120.0,90.16,1,Low,Low Uptime,120.0,9.840000000000003,5.420000000000002,4.795790545596741,2.3832429960115005,4.795790545596741,10819.199999999999,12.195121951219509,14400.0,8128.825599999999,Very High,Medium
3854,South,Operator1,2100 MHz,83.94,96.35,1,Low,High Uptime,83.94,3.6500000000000057,2.325000000000003,4.441945124885125,1.536867219599266,4.441945124885125,8087.619,22.997260273972568,7045.923599999999,9283.322499999998,Low,High
3855,Central,Operator2,800 MHz,111.57,99.65,2,High,High Uptime,55.785,0.3499999999999943,1.1749999999999972,4.7235752503667126,0.30010459245033383,4.039272206343609,11117.9505,318.7714285714337,12447.864899999999,9930.122500000001,High,High
3856,Central,Operator1,2500 MHz,71.16,90.08,1,Low,Low Uptime,71.16,9.920000000000002,5.460000000000001,4.278885875754368,2.390595970316759,4.278885875754368,6410.092799999999,7.173387096774192,5063.745599999999,8114.4064,Low,Medium
3857,North,Operator2,2500 MHz,107.83,104.35,3,High,High Uptime,35.943333333333335,-4.349999999999994,-0.6749999999999972,4.68978703170797,,3.609385207119452,11252.0605,-24.788505747126468,11627.3089,10888.922499999999,High,
3858,West,Operator3,800 MHz,106.47,97.64,3,High,High Uptime,35.49,2.3599999999999994,2.68,4.677211738853062,1.2119409739751126,3.5970382504483562,10395.7308,45.114406779661024,11335.8609,9533.5696,High,High
3859,East,Operator2,1800 MHz,131.84,92.42,1,Low,Low Uptime,131.84,7.579999999999998,4.289999999999999,4.889145396508546,2.1494339134998706,4.889145396508546,12184.6528,17.393139841688658,17381.7856,8541.456400000001,Very High,Medium
3860,South,Operator2,1800 MHz,116.4,92.31,0,Low,Low Uptime,116.4,7.689999999999998,3.844999999999999,4.765586907393996,2.1621729392773004,4.765586907393996,10744.884,15.136540962288692,13548.960000000001,8521.1361,Very High,Medium
3861,Central,Operator1,2500 MHz,120.48,102.43,1,Low,High Uptime,120.48,-2.430000000000007,-0.7150000000000034,4.799749640177548,,4.799749640177548,12340.7664,-49.58024691358011,14515.430400000001,10491.904900000001,Very High,
3862,North,Operator2,800 MHz,88.05,96.2,2,High,High Uptime,44.025,3.799999999999997,2.8999999999999986,4.48919800973567,1.5686159179138446,3.8072178910620194,8470.41,23.171052631578963,7752.8025,9254.44,Medium,High
3863,South,Operator2,2100 MHz,158.4,93.64,0,Low,Low Uptime,158.4,6.359999999999999,3.18,5.071416766356115,1.9960599327407846,5.071416766356115,14832.576000000001,24.905660377358494,25090.56,8768.4496,Very High,Medium
3864,Central,Operator2,2300 MHz,61.65,96.12,2,High,High Uptime,30.825,3.879999999999996,2.9399999999999977,4.137563681342077,1.5851452198650549,3.46025214444347,5925.798,15.889175257731976,3800.7225,9239.0544,Low,High
3865,Central,Operator3,2500 MHz,132.23,91.05,2,High,Low Uptime,66.115,8.950000000000003,5.475000000000001,4.892076957972121,2.2975725511705014,4.2064075659396,12039.5415,14.774301675977648,17484.772899999996,8290.102499999999,Very High,Medium
3866,North,Operator2,2100 MHz,86.32,83.08,0,Low,Low Uptime,86.32,16.92,8.46,4.469579531681743,2.8859174075467844,4.469579531681743,7171.4655999999995,5.1016548463356965,7451.142399999999,6902.2864,Medium,Low
3867,West,Operator1,800 MHz,89.31,91.91,4,High,Low Uptime,22.3275,8.090000000000003,6.045000000000002,4.503248196262708,2.207174908189388,3.14963292212604,8208.4821,11.039555006180466,7976.2761,8447.4481,Medium,Medium
3868,West,Operator1,2500 MHz,86.55,96.75,3,High,High Uptime,28.85,3.25,3.125,4.472210058731861,1.4469189829363254,3.396184839838611,8373.7125,26.63076923076923,7490.902499999999,9360.5625,Medium,High
3869,West,Operator3,2500 MHz,94.58,101.43,3,High,High Uptime,31.526666666666667,-1.4300000000000068,0.7849999999999966,4.559963593150012,,3.482060265719581,9593.2494,-66.13986013985982,8945.3764,10288.0449,Medium,
3870,West,Operator3,2500 MHz,117.28,96.34,3,High,High Uptime,39.09333333333333,3.6599999999999966,3.3299999999999983,4.7730546949842765,1.5390154481375538,3.6912100694522185,11298.7552,32.043715846994566,13754.5984,9281.3956,Very High,High
3871,South,Operator1,1800 MHz,92.47,92.19,2,High,Low Uptime,46.235,7.810000000000002,4.905000000000001,4.537640529194492,2.1758874399480885,3.8551351432210974,8524.809299999999,11.839948783610751,8550.7009,8498.9961,Medium,Medium
3872,West,Operator1,2500 MHz,87.49,93.13,2,High,Low Uptime,43.745,6.8700000000000045,4.435000000000002,4.482889551279259,2.0630580624293122,3.800979706634821,8147.943699999999,12.735080058224154,7654.500099999999,8673.196899999999,Medium,Medium
3873,South,Operator2,2100 MHz,84.43,96.03,6,High,High Uptime,14.071666666666667,3.969999999999999,4.984999999999999,4.447697327163527,1.603419840108537,2.7128166015243336,8107.812900000001,21.267002518891694,7128.424900000001,9221.7609,Low,High
3874,West,Operator1,2500 MHz,87.12,79.73,1,Low,Low Uptime,87.12,20.27,10.634999999999998,4.478699521934142,3.0572976292121457,4.478699521934142,6946.0776000000005,4.297977306364086,7589.894400000001,6356.8729,Medium,Low
3875,South,Operator2,2100 MHz,74.15,95.19,4,High,High Uptime,18.5375,4.810000000000002,4.405000000000001,4.319486116198983,1.7595805708638201,2.972335695747595,7058.338500000001,15.41580041580041,5498.222500000001,9061.1361,Low,High
3876,South,Operator2,2100 MHz,110.55,91.11,2,High,Low Uptime,55.275,8.89,5.445,4.714472920878541,2.2915241456346207,4.030250386792796,10072.2105,12.435320584926883,12221.3025,8301.0321,High,Medium
3877,East,Operator3,2100 MHz,112.85,91.44,1,Low,Low Uptime,112.85,8.560000000000002,4.780000000000001,4.734881792509748,2.25758772706331,4.734881792509748,10319.003999999999,13.183411214953267,12735.1225,8361.2736,Very High,Medium
3878,North,Operator1,2300 MHz,104.85,95.86,1,Low,High Uptime,104.85,4.140000000000001,2.5700000000000003,4.662022997580874,1.6370530794670737,4.662022997580874,10050.921,25.326086956521735,10993.5225,9189.1396,High,High
3879,South,Operator1,800 MHz,96.39,100.95,4,High,High Uptime,24.0975,-0.9500000000000028,1.5249999999999986,4.578723535973108,-2.9957322735540477,3.2227682395835444,9730.5705,-101.46315789473654,9291.0321,10190.9025,Medium,
3880,South,Operator1,800 MHz,97.97,106.59,3,High,High Uptime,32.656666666666666,-6.590000000000003,-1.7950000000000017,4.594816773908599,,3.51621115434812,10442.6223,-14.866464339908944,9598.1209,11361.428100000001,Medium,
3881,South,Operator1,2100 MHz,118.79,87.82,1,Low,Low Uptime,118.79,12.180000000000009,6.590000000000003,4.785740209743239,2.5787005290743616,4.785740209743239,10432.1378,9.752873563218385,14111.064100000001,7712.352399999999,Very High,Low
3882,Central,Operator1,1800 MHz,134.91,96.38,0,Low,High Uptime,134.91,3.620000000000005,1.8100000000000025,4.911992901967256,1.5303947050936486,4.911992901967256,13002.6258,37.26795580110492,18200.7081,9289.104399999998,Very High,High
3883,North,Operator2,2500 MHz,93.02,98.82,1,Low,High Uptime,93.02,1.1800000000000068,1.0900000000000034,4.5435075255959845,0.7793248768010007,4.5435075255959845,9192.2364,78.83050847457581,8652.7204,9765.392399999999,Medium,High
3884,South,Operator2,1800 MHz,92.36,93.42,0,Low,Low Uptime,92.36,6.579999999999998,3.289999999999999,4.5364629879783,2.02551319965428,4.5364629879783,8628.2712,14.036474164133741,8530.3696,8727.296400000001,Medium,Medium
3885,East,Operator1,2100 MHz,73.39,97.26,1,Low,High Uptime,73.39,2.739999999999995,1.8699999999999972,4.30932152420325,1.319085611426439,4.30932152420325,7137.911400000001,26.784671532846765,5386.0921,9459.5076,Low,High
